,Unnamed: 0,函数,稀疏性,运算,接口,时间(s),精度,时间bt,精度bt,时间比,精度比,Issue,Type
4,4,eig,"(sparse,sparse)","(M,M)","[V,D]=eig(A,B)",Error,Error,TIME_OUT,TIME_OUT,,,mt_err,INconsist
5,5,eig,"(sparse,sparse)","(M,M)","[V,D,W]=eig(A,B)",Error,Error,Error,Error,,,err,consist
6,0,eigs,sparse,M,E=eigs(A),0.702291,Error,Error,Error,,,bt_err,INconsist
7,1,eigs,sparse,M,"[V,D]=eigs(A)",0.698216,  1.602998951683063e-10,Error,Error,,,bt_err,INconsist
8,2,eigs,"(sparse,sparse)","(M,M)","[V,D]=eigs(A,B)",1.195184,  8.275711177505678e-13,Error,Error,,,bt_err,INconsist
9,0,etree,sparse,M,parent=etree(A),0.021984,Error,0.024319,Error,0.9039845388379456,,good,consist
10,1,etree,sparse,M,"parent=etree(A,'sym')",0.019767,Error,0.023534,Error,0.8399337129259794,,good,consist
11,2,etree,sparse,M,"parent=etree(A,'col')",0.020970,Error,0.035041,Error,0.598441825290374,,good,consist
12,3,etree,sparse,M,"parent=etree(A,'row')",0.034022,Error,0.060246,Error,0.5647179895760714,,good,consist
13,4,etree,sparse,M,"parent=etree(A,'lo')",0.022793,Error,0.045872,Error,0.4968826299267527,,good,consist
14,5,etree,sparse,M,"[parent,post]=etree(A)",0.023997,Error,0.025654,Error,0.9354096827005535,,good,consist
15,6,etree,sparse,M,"[parent,post]=etree(A,'sym')",0.020397,Error,0.026018,Error,0.7839572603582134,,good,consist
16,7,etree,sparse,M,"[parent,post]=etree(A,'col')",0.018604,Error,0.035692,Error,0.5212372520452762,,good,consist
17,8,etree,sparse,M,"[parent,post]=etree(A,'row')",0.032282,Error,0.061720,Error,0.5230395333765392,,good,consist
18,9,etree,sparse,M,"[parent,post]=etree(A,'lo')",0.027959,Error,0.047167,Error,0.5927661288612801,,good,consist
19,0,gmres,sparse\dense,M\v1,,0.113369,  3.905629804703147e+03,1.742488,  6.988633206345680e+02,0.06506156713848245,5.588545985153197,good,consist
20,1,gmres,sparse\sparse,M\v1,,Error,Error,Error,Error,,,err,consist
21,0,ichol,sparse\dense,M\v1,,Error,Error,Error,Error,,,err,consist
22,1,ichol,sparse\sparse,M\v1,,Error,Error,Error,Error,,,err,consist
0,0,ldl,sparse,M,L=ldl(A),Error,Error,TIME_OUT,TIME_OUT,,,mt_err,INconsist
1,1,ldl,sparse,M,"[L,D]=ldl(A)",Error,Error,TIME_OUT,TIME_OUT,,,mt_err,INconsist
2,2,ldl,sparse,M,"[L,D,P]=ldl(A)",3.145090,  1.674551022577298e-13,2.353500,  2.363180171497313e-13,1.3363458678563842,0.7086006571882756,good,consist
3,3,ldl,sparse,M,"[L,D,P]=ldl(A,'vector')",3.217551,  1.674551022577298e-13,2.354647,Error,1.3664685194850863,,good,consist
4,0,lsqr,sparse\dense,M\v1,,0.331086,  2.075475112829180e+04,2.088300,  2.185282001651904e+04,0.1585433127424221,0.9497516161576773,good,consist
5,1,lsqr,sparse\sparse,M\v1,,Error,Error,Error,Error,,,err,consist
6,0,lu,sparse,M,X=lu(A),TIME_OUT,TIME_OUT,TIME_OUT,TIME_OUT,,,TIME_OUT,consist
7,1,lu,sparse,M,"[L,U]=lu(A)",TIME_OUT,TIME_OUT,TIME_OUT,TIME_OUT,,,TIME_OUT,consist
8,2,lu,sparse,M,"[L,U,P]=lu(A)",TIME_OUT,TIME_OUT,TIME_OUT,TIME_OUT,,,TIME_OUT,consist
9,3,lu,sparse,M,"[L,U,P]=lu(A,'vector')",TIME_OUT,TIME_OUT,TIME_OUT,TIME_OUT,,,TIME_OUT,consist
10,4,lu,sparse,M,"[L,U,P,Q]=lu(A)",0.892097,  1.996554548975817e-13,TIME_OUT,TIME_OUT,,,bt_TIME_OUT,INconsist
11,5,lu,sparse,M,"[L,U,P,Q]=lu(A,'vector')",0.810094,  1.996554548975817e-13,TIME_OUT,TIME_OUT,,,bt_TIME_OUT,INconsist
12,0,max,sparse,M,max(X),0.009803,Error,0.028770,Error,0.3407368786930831,,good,consist
13,1,max,sparse,M,"[M,I]=max(X)",0.013694,Error,0.036858,Error,0.37153399533344184,,good,consist
14,2,max,sparse,M,"max(X,[],1)",0.006811,Error,0.036953,Error,0.18431521121424513,,good,consist
15,3,max,sparse,M,"max(X,[],2)",0.008595,Error,0.049045,Error,0.17524722193903558,,good,consist
16,4,max,sparse,M,"[M,I]=max(X,[],1)",0.007460,Error,0.028509,Error,0.26167175277982396,,good,consist
17,5,max,sparse,M,"[M,I]=max(X,[],2)",0.009233,Error,0.056616,Error,0.1630811078140455,,good,consist
18,6,max,dense,Col,max(X),0.003427,Error,0.009568,Error,0.358173076923077,,good,consist
19,7,max,sparse,Col,max(X),0.002669,Error,0.007395,Error,0.36091954022988504,,good,consist
20,8,max,dense,Col,"[M,I]=max(X)",0.005088,Error,0.006773,Error,0.7512180717554998,,good,consist
21,9,max,sparse,Col,"[M,I]=max(X)",0.002160,Error,0.007557,Error,0.28582770940849545,,good,consist
22,10,max,dense,Col,"max(X,[],1)",0.003107,Error,0.006567,Error,0.4731231917161565,,good,consist
23,11,max,sparse,Col,"max(X,[],1)",0.002910,Error,0.007595,Error,0.38314680710994076,,good,consist
24,12,max,dense,Col,"max(X,[],2)",0.002361,Error,0.006829,Error,0.3457314394494069,,good,consist
25,13,max,sparse,Col,"max(X,[],2)",0.004693,Error,0.009128,Error,0.5141323400525855,,good,consist
26,14,max,dense,Col,"[M,I]=max(X,[],1)",0.002465,Error,0.006464,Error,0.38134282178217815,,good,consist
27,15,max,sparse,Col,"[M,I]=max(X,[],1)",0.002204,Error,0.007430,Error,0.2966352624495289,,good,consist
28,16,max,dense,Col,"[M,I]=max(X,[],2)",0.002519,Error,0.006917,Error,0.3641752204713026,,good,consist
29,17,max,sparse,Col,"[M,I]=max(X,[],2)",0.005146,Error,0.009112,Error,0.5647497805092186,,good,consist
30,18,max,dense,Row,max(X),0.001322,Error,0.006515,Error,0.20291634689178817,,good,consist
31,19,max,sparse,Row,max(X),0.003290,Error,0.010742,Error,0.3062744367901694,,good,consist
32,20,max,dense,Row,"[M,I]=max(X)",0.002031,Error,0.006492,Error,0.3128465804066543,,good,consist
33,21,max,sparse,Row,"[M,I]=max(X)",0.002625,Error,0.010767,Error,0.2438005015324603,,good,consist
34,22,max,dense,Row,"max(X,[],1)",0.002762,Error,0.006719,Error,0.41107307635064744,,good,consist
35,23,max,sparse,Row,"max(X,[],1)",0.004174,Error,0.010980,Error,0.3801457194899818,,good,consist
36,24,max,dense,Row,"max(X,[],2)",0.002935,Error,0.006613,Error,0.4438227733252684,,good,consist
37,25,max,sparse,Row,"max(X,[],2)",0.003136,Error,0.011947,Error,0.2624926759856031,,good,consist
38,26,max,dense,Row,"[M,I]=max(X,[],1)",0.002450,Error,0.006635,Error,0.3692539562923889,,good,consist
39,27,max,sparse,Row,"[M,I]=max(X,[],1)",0.005486,Error,0.010767,Error,0.5095198291074579,,good,consist
40,28,max,dense,Row,"[M,I]=max(X,[],2)",0.002461,Error,0.006528,Error,0.37699142156862747,,good,consist
41,29,max,sparse,Row,"[M,I]=max(X,[],2)",0.002836,Error,0.012383,Error,0.22902366147137204,,good,consist
42,30,max,"(sparse,dense)","(M,M)","max(X,Y)",0.024364,Error,18.196321,Error,0.0013389519782597815,,good,consist
43,31,max,"(sparse,sparse)","(M,M)","max(X,Y)",0.020409,Error,18.021786,Error,0.0011324626760078054,,good,consist
44,32,max,"(sparse,dense)","(M,Col)","max(X,Y)",Error,Error,TIME_OUT,TIME_OUT,,,mt_err,INconsist
45,33,max,"(sparse,sparse)","(M,Col)","max(X,Y)",Error,Error,TIME_OUT,TIME_OUT,,,mt_err,INconsist
46,34,max,"(sparse,dense)","(M,Row)","max(X,Y)",Error,Error,0.129771,Error,,,mt_err,INconsist
47,35,max,"(sparse,sparse)","(M,Row)","max(X,Y)",Error,Error,0.139554,Error,,,mt_err,INconsist
48,36,max,"(sparse,scalar)","(M,s)","max(X,Y)",Error,Error,Error,Error,,,err,consist
49,37,max,"(dense,sparse)","(Col,M)","max(X,Y)",Error,Error,TIME_OUT,TIME_OUT,,,mt_err,INconsist
50,38,max,"(sparse,sparse)","(Col,M)","max(X,Y)",Error,Error,TIME_OUT,TIME_OUT,,,mt_err,INconsist
51,39,max,"(dense,sparse)","(Row,M)","max(X,Y)",Error,Error,0.217024,Error,,,mt_err,INconsist
52,40,max,"(sparse,sparse)","(Row,M)","max(X,Y)",Error,Error,0.176960,Error,,,mt_err,INconsist
53,41,max,"(scalar,sparse)","(s,M)","max(X,Y)",Error,Error,Error,Error,,,err,consist
54,42,max,"(dense,dense)","(Col,Col)","max(X,Y)",0.003404,Error,0.030661,Error,0.11102051466031766,,good,consist
55,43,max,"(dense,sparse)","(Col,Col)","max(X,Y)",0.004402,Error,0.019936,Error,0.22080658105939005,,good,consist
56,44,max,"(sparse,dense)","(Col,Col)","max(X,Y)",0.004388,Error,0.015227,Error,0.2881723254744861,,good,consist
57,45,max,"(sparse,sparse)","(Col,Col)","max(X,Y)",0.004613,Error,0.019207,Error,0.24017285364710783,,good,consist
58,46,max,"(dense,dense)","(Col,Row)","max(X,Y)",Error,Error,Error,Error,,,err,consist
59,47,max,"(dense,sparse)","(Col,Row)","max(X,Y)",Error,Error,Error,Error,,,err,consist
60,48,max,"(sparse,dense)","(Col,Row)","max(X,Y)",Error,Error,Error,Error,,,err,consist
61,49,max,"(sparse,sparse)","(Col,Row)","max(X,Y)",Error,Error,Error,Error,,,err,consist
62,50,max,"(dense,scalar)","(Col,s)","max(X,Y)",0.001648,Error,0.007348,Error,0.22427871529667934,,good,consist
63,51,max,"(sparse,scalar)","(Col,s)","max(X,Y)",0.003907,Error,0.013661,Error,0.2859966327501647,,good,consist
64,52,max,"(dense,dense)","(Row,Col)","max(X,Y)",Error,Error,Error,Error,,,err,consist
65,53,max,"(sparse,dense)","(Row,Col)","max(X,Y)",Error,Error,Error,Error,,,err,consist
66,54,max,"(dense,sparse)","(Row,Col)","max(X,Y)",Error,Error,Error,Error,,,err,consist
67,55,max,"(sparse,sparse)","(Row,Col)","max(X,Y)",Error,Error,Error,Error,,,err,consist
68,56,max,"(scalar,dense)","(s,Col)","max(X,Y)",0.001715,Error,0.007817,Error,0.2193936292695407,,good,consist
69,57,max,"(scalar,sparse)","(s,Col)","max(X,Y)",0.004534,Error,0.012993,Error,0.3489571307627184,,good,consist
70,58,max,"(dense,dense)","(Row,Row)","max(X,Y)",0.001704,Error,0.007557,Error,0.2254863040889242,,good,consist
71,59,max,"(dense,sparse)","(Row,Row)","max(X,Y)",0.006318,Error,0.033981,Error,0.18592743003443102,,good,consist
72,60,max,"(sparse,dense)","(Row,Row)","max(X,Y)",0.004493,Error,0.018888,Error,0.23787590004235493,,good,consist
73,61,max,"(sparse,sparse)","(Row,Row)","max(X,Y)",0.005100,Error,0.020155,Error,0.2530389481518234,,good,consist
74,62,max,"(dense,scalar)","(Row,s)","max(X,Y)",0.001751,Error,0.008977,Error,0.19505402695778104,,good,consist
75,63,max,"(sparse,scalar)","(Row,s)","max(X,Y)",0.004811,Error,0.017334,Error,0.27754701742240684,,good,consist
76,64,max,"(scalar,scalar)","(s,s)","max(X,Y)",0.000762,Error,0.006644,Error,0.11468994581577363,,good,consist
77,0,min,sparse,M,min(X),0.009736,Error,0.051305,Error,0.18976707923204367,,good,consist
78,1,min,sparse,M,"[M,I]=min(X)",0.006153,Error,0.058888,Error,0.10448648281483494,,good,consist
79,2,min,sparse,M,"min(X,[],1)",0.009820,Error,0.036186,Error,0.27137567014867625,,good,consist
80,3,min,sparse,M,"min(X,[],2)",0.009571,Error,0.062211,Error,0.15384739033289932,,good,consist
81,4,min,sparse,M,"[M,I]=min(X,[],1)",0.006410,Error,0.057688,Error,0.11111496325058937,,good,consist
82,5,min,sparse,M,"[M,I]=min(X,[],2)",0.011321,Error,0.086206,Error,0.13132496577964411,,good,consist
83,6,min,dense,Col,min(X),0.002818,Error,0.007561,Error,0.3727020235418595,,good,consist
84,7,min,sparse,Col,min(X),0.002607,Error,0.010747,Error,0.24257932446264074,,good,consist
85,8,min,dense,Col,"[M,I]=min(X)",0.008314,Error,0.007001,Error,1.1875446364805027,,good,consist
86,9,min,sparse,Col,"[M,I]=min(X)",0.001916,Error,0.009193,Error,0.20841944958120304,,good,consist
87,10,min,dense,Col,"min(X,[],1)",0.002894,Error,0.006997,Error,0.41360583107045884,,good,consist
88,11,min,sparse,Col,"min(X,[],1)",0.002791,Error,0.008729,Error,0.31973880169549773,,good,consist
89,12,min,dense,Col,"min(X,[],2)",0.002737,Error,0.008317,Error,0.3290850066129615,,good,consist
90,13,min,sparse,Col,"min(X,[],2)",0.004237,Error,0.014555,Error,0.2911027138440398,,good,consist
91,14,min,dense,Col,"[M,I]=min(X,[],1)",0.002615,Error,0.007083,Error,0.3691938444162078,,good,consist
92,15,min,sparse,Col,"[M,I]=min(X,[],1)",0.002251,Error,0.009262,Error,0.2430360613258475,,good,consist
93,16,min,dense,Col,"[M,I]=min(X,[],2)",0.002796,Error,0.007887,Error,0.35450741726892354,,good,consist
94,17,min,sparse,Col,"[M,I]=min(X,[],2)",0.004399,Error,0.015222,Error,0.28898962028642755,,good,consist
95,18,min,dense,Row,min(X),0.001295,Error,0.007213,Error,0.1795369471787051,,good,consist
96,19,min,sparse,Row,min(X),0.003523,Error,0.011458,Error,0.30747076278582647,,good,consist
97,20,min,dense,Row,"[M,I]=min(X)",0.002243,Error,0.007179,Error,0.31243905836467467,,good,consist
98,21,min,sparse,Row,"[M,I]=min(X)",0.002437,Error,0.015583,Error,0.15638837194378488,,good,consist
99,22,min,dense,Row,"min(X,[],1)",0.002483,Error,0.007875,Error,0.3153015873015873,,good,consist
100,23,min,sparse,Row,"min(X,[],1)",0.004144,Error,0.011439,Error,0.3622694291459044,,good,consist
101,24,min,dense,Row,"min(X,[],2)",0.003098,Error,0.006738,Error,0.45978035025230046,,good,consist
102,25,min,sparse,Row,"min(X,[],2)",0.003634,Error,0.015644,Error,0.23229353106622352,,good,consist
103,26,min,dense,Row,"[M,I]=min(X,[],1)",0.002462,Error,0.007809,Error,0.31527724420540404,,good,consist
104,27,min,sparse,Row,"[M,I]=min(X,[],1)",0.004472,Error,0.012258,Error,0.3648229727524882,,good,consist
105,28,min,dense,Row,"[M,I]=min(X,[],2)",0.003108,Error,0.007361,Error,0.4222252411357152,,good,consist
106,29,min,sparse,Row,"[M,I]=min(X,[],2)",0.002823,Error,0.022432,Error,0.12584700427960058,,good,consist
107,30,min,"(sparse,dense)","(M,M)","min(X,Y)",0.020909,Error,13.036041,Error,0.0016039378826746555,,good,consist
108,31,min,"(sparse,sparse)","(M,M)","min(X,Y)",0.021674,Error,14.227811,Error,0.0015233545061851049,,good,consist
109,32,min,"(sparse,dense)","(M,Col)","min(X,Y)",7.595115,Error,0.250728,Error,30.292248970996457,,good,consist
110,33,min,"(sparse,sparse)","(M,Col)","min(X,Y)",12.189393,Error,0.247057,Error,49.33838344997307,,good,consist
111,34,min,"(sparse,dense)","(M,Row)","min(X,Y)",0.073341,Error,0.139208,Error,0.526844721567726,,good,consist
112,35,min,"(sparse,sparse)","(M,Row)","min(X,Y)",0.069872,Error,0.111742,Error,0.6252975604517549,,good,consist
113,36,min,"(sparse,scalar)","(M,s)","min(X,Y)",0.018967,Error,0.082675,Error,0.22941638947686724,,good,consist
114,37,min,"(dense,sparse)","(Col,M)","min(X,Y)",9.016141,Error,0.231662,Error,38.9193782320795,,good,consist
115,38,min,"(sparse,sparse)","(Col,M)","min(X,Y)",10.528793,Error,0.204373,Error,51.5175341165418,,good,consist
116,39,min,"(dense,sparse)","(Row,M)","min(X,Y)",0.067576,Error,0.173817,Error,0.38877670193364283,,good,consist
117,40,min,"(sparse,sparse)","(Row,M)","min(X,Y)",0.076452,Error,0.130717,Error,0.584866543754829,,good,consist
118,41,min,"(scalar,sparse)","(s,M)","min(X,Y)",0.018710,Error,0.098793,Error,0.18938588766410577,,good,consist
119,42,min,"(dense,dense)","(Col,Col)","min(X,Y)",0.004227,Error,0.007980,Error,0.5296992481203009,,good,consist
120,43,min,"(dense,sparse)","(Col,Col)","min(X,Y)",0.005812,Error,0.016841,Error,0.3451101478534529,,good,consist
121,44,min,"(sparse,dense)","(Col,Col)","min(X,Y)",0.004360,Error,0.017024,Error,0.25610902255639095,,good,consist
122,45,min,"(sparse,sparse)","(Col,Col)","min(X,Y)",0.004241,Error,0.020436,Error,0.20752593462517124,,good,consist
123,46,min,"(dense,dense)","(Col,Row)","min(X,Y)",Error,Error,Error,Error,,,err,consist
124,47,min,"(dense,sparse)","(Col,Row)","min(X,Y)",Error,Error,Error,Error,,,err,consist
125,48,min,"(sparse,dense)","(Col,Row)","min(X,Y)",Error,Error,Error,Error,,,err,consist
126,49,min,"(sparse,sparse)","(Col,Row)","min(X,Y)",Error,Error,Error,Error,,,err,consist
127,50,min,"(dense,scalar)","(Col,s)","min(X,Y)",0.001594,Error,0.007482,Error,0.21304464047046245,,good,consist
128,51,min,"(sparse,scalar)","(Col,s)","min(X,Y)",0.004207,Error,0.017603,Error,0.23899335340566946,,good,consist
129,52,min,"(dense,dense)","(Row,Col)","min(X,Y)",Error,Error,Error,Error,,,err,consist
130,53,min,"(sparse,dense)","(Row,Col)","min(X,Y)",Error,Error,Error,Error,,,err,consist
131,54,min,"(dense,sparse)","(Row,Col)","min(X,Y)",Error,Error,Error,Error,,,err,consist
132,55,min,"(sparse,sparse)","(Row,Col)","min(X,Y)",Error,Error,Error,Error,,,err,consist
133,56,min,"(scalar,dense)","(s,Col)","min(X,Y)",0.001708,Error,0.007675,Error,0.22254071661237781,,good,consist
134,57,min,"(scalar,sparse)","(s,Col)","min(X,Y)",0.004401,Error,0.011548,Error,0.38110495323865595,,good,consist
135,58,min,"(dense,dense)","(Row,Row)","min(X,Y)",0.001681,Error,0.006881,Error,0.2442958872256939,,good,consist
136,59,min,"(dense,sparse)","(Row,Row)","min(X,Y)",0.005339,Error,0.035326,Error,0.15113514125573232,,good,consist
137,60,min,"(sparse,dense)","(Row,Row)","min(X,Y)",0.005197,Error,0.026822,Error,0.19375885467153828,,good,consist
138,61,min,"(sparse,sparse)","(Row,Row)","min(X,Y)",0.004788,Error,0.021141,Error,0.22647935291613455,,good,consist
139,62,min,"(dense,scalar)","(Row,s)","min(X,Y)",0.001719,Error,0.008591,Error,0.2000931207077174,,good,consist
140,63,min,"(sparse,scalar)","(Row,s)","min(X,Y)",0.004884,Error,0.014051,Error,0.3475909187958153,,good,consist
141,64,min,"(scalar,scalar)","(s,s)","min(X,Y)",0.000852,Error,0.006765,Error,0.12594235033259424,,good,consist
0,0,minres,sparse\dense,M\v1,,0.141847,  6.883675903676244e+02,9.797864,  2.451276927066316e-02,0.014477339142490648,28082.000151303244,good,consist
1,1,minres,sparse\sparse,M\v1,,Error,Error,Error,Error,,,err,consist
2,0,ldivide,dense.\dense,Col.\Col,,0.003191,  0,0.041434,0,0.07701404643529468,,good,consist
3,1,ldivide,dense.\dense,Col.\Row,,Error,Error,Error,Error,,,err,consist
4,2,ldivide,dense.\scalar,Col.\s,,0.001541,  0,0.029920,0,0.05150401069518717,,good,consist
5,3,ldivide,dense.\dense,Row.\Col,,Error,Error,Error,Error,,,err,consist
6,4,ldivide,dense.\dense,Row.\Row,,0.001560,  0,0.000271,0,5.756457564575646,,good,consist
7,5,ldivide,dense.\scalar,Row.\s,,0.001749,  0,0.000663,0,2.6380090497737556,,good,consist
8,6,ldivide,scalar.\dense,s.\Col,,0.001793,  0,0.000885,0,2.0259887005649717,,good,consist
9,7,ldivide,scalar.\dense,s.\Row,,0.001745,  0,0.000650,0,2.684615384615385,,good,consist
10,8,ldivide,scalar.\scalar,s.\s,,0.001069,  0,0.000079,0,13.531645569620249,,good,consist
11,9,ldivide,dense.\sparse,Col.\M,,TIME_OUT,TIME_OUT,Error,Error,,,bt_err,INconsist
12,10,ldivide,dense.\sparse,Col.\Col,,0.004598,  0,0.005447,0,0.8441343859004957,,good,consist
13,11,ldivide,dense.\sparse,Col.\Row,,Error,Error,Error,Error,,,err,consist
14,12,ldivide,dense.\sparse,Row.\M,,0.068699,  0,Error,Error,,,bt_err,INconsist
15,13,ldivide,dense.\sparse,Row.\Col,,Error,Error,Error,Error,,,err,consist
16,14,ldivide,dense.\sparse,Row.\Row,,0.005964,  0,0.008413,0,0.70890288838702,,good,consist
